,valeur,ticks
353423,0.00029372826126405487,FLAG_DOCUMENT_7  : 0.0003
353423,0.00041047729301402935,ORGANIZATION_TYPE  : 0.0004
353423,-0.004384558197868669,REG_REGIONT_WORK_REGION  : -0.0044
353423,-0.005151299291583976,CC_AMT_CREDIT_LIMIT_ACTUAL_VAR  : -0.0052
353423,-0.005951523566554829,LIVE_REGIONT_WORK_REGION  : -0.006
353423,-0.008594253474083506,OCCUPATION_TYPE  : -0.0086
400707,0.00027218767322502826,ORGANIZATION_TYPE  : 0.0003
400707,0.0003007558737473877,ORGANIZATION_TYPE  : 0.0003
400707,0.0003023351468813877,ORGANIZATION_TYPE  : 0.0003
400707,0.0004148552582515744,FLAG_DOCUMENT_21  : 0.0004
400707,0.0004799231587655524,ORGANIZATION_TYPE  : 0.0005
400707,-0.0015025885164974754,ORGANIZATION_TYPE  : -0.0015
400707,-0.004301825756584742,CC_AMT_PAYMENT_TOTAL_CURRENT_VAR  : -0.0043
400707,-0.005313546063925975,CC_AMT_PAYMENT_CURRENT_VAR  : -0.0053
400707,-0.009410439396367152,OCCUPATION_TYPE  : -0.0094
400707,-0.010196188615022965,NAME_TYPE  : -0.0102
423910,0.00018675328354513746,ORGANIZATION_TYPE  : 0.0002
423910,0.00019190452988764056,ORGANIZATION_TYPE  : 0.0002
423910,0.00026226677524850383,ORGANIZATION_TYPE  : 0.0003
423910,0.0003007410237514898,NAME_EDUCATION_TYPE  : 0.0003
423910,0.0003260534724104482,FLAG_DOCUMENT_20  : 0.0003
423910,-0.00035526219103128553,ORGANIZATION_TYPE  : -0.0004
423910,-0.002215684955254268,FLAG_DOCUMENT_21  : -0.0022
423910,-0.00288761695120296,COMMONAREA_MODE  : -0.0029
423910,-0.003028006771585166,COMMONAREA_AVG  : -0.003
423910,-0.010535182918021972,ORGANIZATION_TYPE  : -0.0105
153463,8.65610037494084e-05,ORGANIZATION_TYPE  : 0.0001
153463,8.716045003768511e-05,FLAG_DOCUMENT_7  : 0.0001
153463,9.215281199985911e-05,FLAG_DOCUMENT_19  : 0.0001
153463,0.00011888761940845508,ORGANIZATION_TYPE  : 0.0001
153463,0.00012003144851762054,FLAG_CONT  : 0.0001
153463,0.0001213921643103482,ORGANIZATION_TYPE  : 0.0001
153463,0.00015261466625787653,ORGANIZATION_TYPE  : 0.0002
153463,-0.002131810129318155,ORGANIZATION_TYPE  : -0.0021
153463,-0.00485733577848905,ORGANIZATION_TYPE  : -0.0049
153463,-0.005068953484044774,FONDKAPREMONT_MODE  : -0.0051
387284,0.000439950868276208,ORGANIZATION_TYPE  : 0.0004
387284,0.0004414552094898836,ORGANIZATION_TYPE  : 0.0004
387284,0.0004430783437890392,ORGANIZATION_TYPE  : 0.0004
387284,0.0004451447143325994,ORGANIZATION_TYPE  : 0.0004
387284,-0.005423512054049135,ORGANIZATION_TYPE  : -0.0054
387284,-0.005667703680416663,CC_NAME_CONTRACT_STATUS_Active  : -0.0057
387284,-0.007038026827407827,CC_NAME_CONTRACT_STATUS_Active_VAR  : -0.007
387284,-0.00793356779652124,CC_NAME_CONTRACT_STATUS_Completed_VAR  : -0.0079
387284,-0.00866928724001994,CC_NAME_CONTRACT_STATUS_Completed  : -0.0087
387284,-0.013406789095297932,FONDKAPREMONT_MODE  : -0.0134
182976,0.00018430203377534158,FLAG_DOCUMENT_20  : 0.0002
182976,-0.0002136166388914517,ORGANIZATION_TYPE  : -0.0002
182976,0.0002572481096230084,ORGANIZATION_TYPE  : 0.0003
182976,0.0005311087253617099,ORGANIZATION_TYPE  : 0.0005
182976,-0.000816556283462078,ORGANIZATION_TYPE  : -0.0008
182976,-0.0008726532643765194,FLAG_DOCUMENT_14  : -0.0009
182976,-0.0023076165508332564,ORGANIZATION_TYPE  : -0.0023
182976,-0.0025095113504371228,OCCUPATION_TYPE  : -0.0025
182976,-0.005360103771802402,NAME_TYPE  : -0.0054
182976,-0.005509493475052254,NAME_TYPE_SUITE  : -0.0055
365899,0.00023718491605312012,FLAG_DOCUMENT_17  : 0.0002
365899,0.0003323286435045735,ORGANIZATION_TYPE  : 0.0003
365899,0.00033384830207966064,ORGANIZATION_TYPE  : 0.0003
365899,-0.001419498706926696,ORGANIZATION_TYPE  : -0.0014
365899,-0.0014283136363868463,ORGANIZATION_TYPE  : -0.0014
365899,-0.00330827059479608,ORGANIZATION_TYPE  : -0.0033
365899,-0.003639286942042848,NONLIVINGAPARTMENTS_AVG  : -0.0036
365899,-0.0036919585049754447,NONLIVINGAPARTMENTS_MODE  : -0.0037
365899,-0.004037888860167936,NONLIVINGAPARTMENTS_MEDI  : -0.004
365899,-0.005832680064805194,ORGANIZATION_TYPE  : -0.0058
330076,0.00010167670986551303,ORGANIZATION_TYPE  : 0.0001
330076,0.00010685406193278922,ORGANIZATION_TYPE  : 0.0001
330076,0.0001260799337084328,ORGANIZATION_TYPE  : 0.0001
330076,0.0001471514404274706,NAME_INCOME_TYPE  : 0.0001
330076,0.00014972366827963786,ORGANIZATION_TYPE  : 0.0001
330076,0.00018514981830320166,NAME_TYPE_SUITE  : 0.0002
330076,-0.0024129357907695798,ORGANIZATION_TYPE  : -0.0024
330076,-0.005222503845757417,CC_CNT_INSTALMENT_MATURE_CUM_VAR  : -0.0052
330076,-0.005904703157202422,ORGANIZATION_TYPE  : -0.0059
330076,-0.014265001038434814,CC_AMT_INST_REGULARITY  : -0.0143
376146,0.00026966671152928927,NAME_INCOME_TYPE  : 0.0003
376146,0.0003233724300291252,NAME_INCOME_TYPE  : 0.0003
376146,0.00038865781565659103,NAME_EDUCATION_TYPE  : 0.0004
376146,0.0005147332028104273,ORGANIZATION_TYPE  : 0.0005
376146,-0.0014215398663740195,ORGANIZATION_TYPE  : -0.0014
376146,-0.003248540631357692,ORGANIZATION_TYPE  : -0.0032
376146,-0.005658532508050176,NAME_EDUCATION_TYPE  : -0.0057
376146,-0.006019875804864706,ORGANIZATION_TYPE  : -0.006
376146,-0.01241883204431305,CC_CNT_DRAWINGS_POS_CURRENT  : -0.0124
376146,-0.019420556445022392,CC_AMT_DRAWINGS_POS_CURRENT  : -0.0194
397253,-1.637926695578669e-05,NAME_INCOME_TYPE  : -0.0
397253,-2.0846496003646626e-05,NAME_TYPE_SUITE  : -0.0
397253,-2.1814556292936766e-05,FLAG_DOCUMENT_19  : -0.0
397253,-2.5824794070247557e-05,FLAG_DOCUMENT_15  : -0.0
397253,0.00015882338420553175,ORGANIZATION_TYPE  : 0.0002
397253,-0.001385096920463717,ORGANIZATION_TYPE  : -0.0014
397253,-0.0019467422140754655,FLAG_DOCUMENT_14  : -0.0019
397253,-0.002317162344776496,OCCUPATION_TYPE  : -0.0023
397253,-0.007329691594882086,FLAG_DOCUMENT_21  : -0.0073
397253,-0.02348195728864786,WALLSMATERIAL_MODE  : -0.0235
129934,0.0001889116713936946,NAME_INCOME_TYPE  : 0.0002
129934,0.00021232668459503728,NAME_EDUCATION_TYPE  : 0.0002
129934,0.00025563209826160306,FLAG_DOCUMENT_19  : 0.0003
129934,0.000255904154821864,FLAG_DOCUMENT_20  : 0.0003
129934,0.00026032290542645035,FLAG_DOCUMENT_2  : 0.0003
129934,-0.0010063142500093083,NAME_INCOME_TYPE  : -0.001
129934,-0.0010861932939720787,ORGANIZATION_TYPE  : -0.0011
129934,-0.0027945173960822528,FLAG_DOCUMENT_6  : -0.0028
129934,-0.004080135466011824,NAME_FAMILY_STATUS  : -0.0041
129934,-0.012496334602776063,NAME_EDUCATION_TYPE  : -0.0125
398981,0.00010367173681302726,ORGANIZATION_TYPE  : 0.0001
398981,0.00018394579704802467,NAME_INCOME_TYPE  : 0.0002
398981,0.00018758972758157945,FLAG_DOCUMENT_17  : 0.0002
398981,0.0003163079364850197,ORGANIZATION_TYPE  : 0.0003
398981,0.00032025222956484097,ORGANIZATION_TYPE  : 0.0003
398981,0.0003256194231151972,FLAG_DOCUMENT_20  : 0.0003
398981,0.00032633120024543624,FLAG_DOCUMENT_19  : 0.0003
398981,-0.0031067536669647437,CC_CNT_INSTALMENT_MATURE_CUM  : -0.0031
398981,-0.003794598433538152,NAME_INCOME_TYPE  : -0.0038
398981,-0.09453815063268174,ORGANIZATION_TYPE  : -0.0945
174252,-5.044407098535037e-05,ORGANIZATION_TYPE  : -0.0001
174252,-5.3225695072708326e-05,ORGANIZATION_TYPE  : -0.0001
174252,-5.3396987575221065e-05,ORGANIZATION_TYPE  : -0.0001
174252,-5.3842055050372935e-05,FLAG_DOCUMENT_21  : -0.0001
174252,-5.848500900989771e-05,NAME_EDUCATION_TYPE  : -0.0001
174252,-9.268435584050971e-05,NAME_TYPE_SUITE  : -0.0001
174252,0.0002180343109121968,ORGANIZATION_TYPE  : 0.0002
174252,-0.0019361113195767944,FONDKAPREMONT_MODE  : -0.0019
174252,-0.004223195361529836,ORGANIZATION_TYPE  : -0.0042
174252,-0.15769255674040036,ORGANIZATION_TYPE  : -0.1577
416035,0.0005884141314781466,FLAG_DOCUMENT_7  : 0.0006
416035,-0.0065835397981906015,NAME_INCOME_TYPE  : -0.0066
416035,-0.007551128969313648,ORGANIZATION_TYPE  : -0.0076
416035,-0.013561741590545764,CC_NAME_CONTRACT_STATUS_Signed  : -0.0136
416035,-0.014302658013752086,CC_CNT_DRAWINGS_POS_CURRENT  : -0.0143
416035,-0.014916404195704011,CC_NAME_CONTRACT_STATUS_Signed  : -0.0149
416035,-0.015221911811120948,CC_NAME_CONTRACT_STATUS_Signed  : -0.0152
416035,-0.016306563834949172,CC_NAME_CONTRACT_STATUS_Signed_VAR  : -0.0163
416035,-0.017132153835512646,CC_AMT_DRAWINGS_POS_CURRENT  : -0.0171
416035,-0.022648419768356774,ORGANIZATION_TYPE  : -0.0226
282010,0.0012281733651774715,NAME_EDUCATION_TYPE  : 0.0012
282010,-0.00434448698468595,ORGANIZATION_TYPE  : -0.0043
282010,-0.005108770259906116,ORGANIZATION_TYPE  : -0.0051
282010,-0.005967019354691633,ORGANIZATION_TYPE  : -0.006
282010,-0.008688986327052731,OCCUPATION_TYPE  : -0.0087
282010,-0.012077912005615372,CC_NAME_CONTRACT_STATUS_Signed  : -0.0121
282010,-0.012845029240764838,CC_NAME_CONTRACT_STATUS_Signed  : -0.0128
282010,-0.013048425422909763,CC_NAME_CONTRACT_STATUS_Signed_VAR  : -0.013
282010,-0.013688558746017918,CC_NAME_CONTRACT_STATUS_Signed  : -0.0137
282010,-0.01719147428322474,CC_SK_DPD  : -0.0172
396039,0.0001919379855963712,FLAG_DOCUMENT_7  : 0.0002
396039,0.0001933312950518959,ORGANIZATION_TYPE  : 0.0002
396039,0.00019334785986692136,ORGANIZATION_TYPE  : 0.0002
396039,0.00019553722416239204,FLAG_DOCUMENT_17  : 0.0002
396039,0.00020055582317441057,ORGANIZATION_TYPE  : 0.0002
396039,0.0002734758988067682,ORGANIZATION_TYPE  : 0.0003
396039,0.0003810080149447735,ORGANIZATION_TYPE  : 0.0004
396039,-0.00841314135087981,ORGANIZATION_TYPE  : -0.0084
396039,-0.017163157882993912,CC_AMT_DRAWINGS_POS_CURRENT  : -0.0172
396039,-0.020290917634275964,CC_CNT_DRAWINGS_POS_CURRENT  : -0.0203
239854,-0.00027770931916569594,FLAG_DOCUMENT_9  : -0.0003
239854,0.0004799116790120753,NAME_INCOME_TYPE  : 0.0005
239854,-0.0008562423465403616,FLAG_DOCUMENT_19  : -0.0009
239854,-0.001371631379878132,FLAG_DOCUMENT_11  : -0.0014
239854,-0.002890721791254874,COMMONAREA_AVG  : -0.0029
239854,-0.003039622269692066,COMMONAREA_MODE  : -0.003
239854,-0.0031711814092895596,OCCUPATION_TYPE  : -0.0032
239854,-0.0035106806696233953,NAME_INCOME_TYPE  : -0.0035
239854,-0.006562120070821669,ORGANIZATION_TYPE  : -0.0066
239854,-0.023245711744772305,ORGANIZATION_TYPE  : -0.0232
296057,-8.09931494319011e-05,ORGANIZATION_TYPE  : -0.0001
296057,0.00013285793852962262,ORGANIZATION_TYPE  : 0.0001
296057,0.0001612977259616602,ORGANIZATION_TYPE  : 0.0002
296057,-0.0006067406814591416,NAME_EDUCATION_TYPE  : -0.0006
296057,-0.0006289999331651754,FLAG_DOCUMENT_7  : -0.0006
296057,-0.0006356672669883733,ORGANIZATION_TYPE  : -0.0006
296057,-0.0007506046348374793,ORGANIZATION_TYPE  : -0.0008
296057,-0.0010459948480099018,FLAG_DOCUMENT_14  : -0.001
296057,-0.001585273557766327,OCCUPATION_TYPE  : -0.0016
296057,-0.0018664839202909367,CNT  : -0.0019
318441,0.0003983517293560333,ORGANIZATION_TYPE  : 0.0004
318441,0.0004069503464486587,FLAG_DOCUMENT_7  : 0.0004
318441,0.0005489490732022148,FLAG_DOCUMENT_20  : 0.0005
318441,-0.0017826651574536188,NAME_INCOME_TYPE  : -0.0018
318441,-0.0018569818500417618,FLAG_CONT  : -0.0019
318441,-0.0023808628314133545,0.98 < YEARS_BEGINEXPLUATATION_MEDI  : -0.0024
318441,-0.0027281997083700295,0.98 < YEARS_BEGINEXPLUATATION_AVG  : -0.0027
318441,-0.0033062638830351487,NAME_INCOME_TYPE  : -0.0033
318441,-0.004467711067065144,NAME_FAMILY_STATUS  : -0.0045
318441,-0.0077618326151773645,ORGANIZATION_TYPE  : -0.0078
353652,0.0002042165677981624,ORGANIZATION_TYPE  : 0.0002
353652,0.00020494732530042977,FLAG_DOCUMENT_21  : 0.0002
353652,0.0002070527352560734,NAME_INCOME_TYPE  : 0.0002
353652,0.0002874904755901615,ORGANIZATION_TYPE  : 0.0003
353652,0.0003311932492996406,FLAG_DOCUMENT_20  : 0.0003
353652,-0.0005757529408542733,ORGANIZATION_TYPE  : -0.0006
353652,-0.002120212850075793,ORGANIZATION_TYPE  : -0.0021
353652,-0.003959067543609097,WEEKDAY_APPR_PROCESS_START_SUNDAY  : -0.004
353652,-0.007935358038344246,OCCUPATION_TYPE  : -0.0079
353652,-0.012710194486091075,FONDKAPREMONT_MODE  : -0.0127
421663,8.799459289898926e-05,NAME_INCOME_TYPE  : 0.0001
421663,8.90515459225956e-05,FLAG_DOCUMENT_7  : 0.0001
421663,9.030191038554286e-05,ORGANIZATION_TYPE  : 0.0001
421663,0.00012129566365898821,ORGANIZATION_TYPE  : 0.0001
421663,0.0001389281865054315,NAME_INCOME_TYPE  : 0.0001
421663,0.00014013240707653755,ORGANIZATION_TYPE  : 0.0001
421663,0.00015290056645950916,ORGANIZATION_TYPE  : 0.0002
421663,0.00017283580769068192,ORGANIZATION_TYPE  : 0.0002
421663,-0.007840223263627509,ORGANIZATION_TYPE  : -0.0078
421663,-0.022172767333590835,NAME_TYPE_SUITE  : -0.0222
330152,8.008124089681987e-05,ORGANIZATION_TYPE  : 0.0001
330152,8.304916665380311e-05,FLAG_DOCUMENT_2  : 0.0001
330152,0.0001142911404390083,FLAG_DOCUMENT_19  : 0.0001
330152,0.0001289190371496982,ORGANIZATION_TYPE  : 0.0001
330152,0.00024849592735678327,ORGANIZATION_TYPE  : 0.0002
330152,-0.0004242453908592468,ORGANIZATION_TYPE  : -0.0004
330152,-0.0011194801120853976,ORGANIZATION_TYPE  : -0.0011
330152,-0.0017393861019469594,ORGANIZATION_TYPE  : -0.0017
330152,-0.0047374100923896845,CC_SK_DPD  : -0.0047
330152,-0.005548997217094995,NAME_TYPE  : -0.0055
234327,-7.197680652918068e-06,NAME_EDUCATION_TYPE  : -0.0
234327,-8.407274675133444e-06,NAME_INCOME_TYPE  : -0.0
234327,-8.537702738390682e-06,ORGANIZATION_TYPE  : -0.0
234327,-1.0628915609889682e-05,FLAG_DOCUMENT_20  : -0.0
234327,-1.2597261141108063e-05,ORGANIZATION_TYPE  : -0.0
234327,-0.00020445821777122296,FLAG_DOCUMENT_9  : -0.0002
234327,-0.00020788892180313834,ORGANIZATION_TYPE  : -0.0002
234327,-0.00029510093002074305,ORGANIZATION_TYPE  : -0.0003
234327,-0.0008440468630363401,ORGANIZATION_TYPE  : -0.0008
234327,-0.0026555354495466778,OCCUPATION_TYPE  : -0.0027
389052,-0.00010007342043573472,ORGANIZATION_TYPE  : -0.0001
389052,-0.00010030953485833399,NAME_INCOME_TYPE  : -0.0001
389052,-0.00010149460068528911,ORGANIZATION_TYPE  : -0.0001
389052,-0.00013593648853017703,FLAG_DOCUMENT_15  : -0.0001
389052,-0.0001583671621398045,ORGANIZATION_TYPE  : -0.0002
389052,-0.0001678402301222875,ORGANIZATION_TYPE  : -0.0002
389052,-0.00018507533871713698,ORGANIZATION_TYPE  : -0.0002
389052,-0.00018600657007336965,ORGANIZATION_TYPE  : -0.0002
389052,-0.0001930656761873783,FLAG_DOCUMENT_14  : -0.0002
389052,-0.00020077583777643431,ORGANIZATION_TYPE  : -0.0002
368688,9.898158506844234e-05,FLAG_DOCUMENT_17  : 0.0001
368688,0.00010251440741820364,FLAG_DOCUMENT_2  : 0.0001
368688,0.00014351223658635732,ORGANIZATION_TYPE  : 0.0001
368688,0.00015536276183377595,NAME_EDUCATION_TYPE  : 0.0002
368688,0.00017003184792238463,ORGANIZATION_TYPE  : 0.0002
368688,-0.0006796526150022882,FLAG_DOCUMENT_20  : -0.0007
368688,-0.0007311071310726323,ORGANIZATION_TYPE  : -0.0007
368688,-0.0010405919650280885,ORGANIZATION_TYPE  : -0.001
368688,-0.006649904784675895,ORGANIZATION_TYPE  : -0.0066
368688,-0.007197570534815055,OCCUPATION_TYPE  : -0.0072
139007,0.00017442851508079734,FLAG_DOCUMENT_17  : 0.0002
139007,0.00017750856385459216,ORGANIZATION_TYPE  : 0.0002
139007,0.00017781902303667282,ORGANIZATION_TYPE  : 0.0002
139007,0.00017927848886424422,ORGANIZATION_TYPE  : 0.0002
139007,0.00023934603908612473,ORGANIZATION_TYPE  : 0.0002
139007,-0.0019027557148847355,ORGANIZATION_TYPE  : -0.0019
139007,-0.003816835567994921,ORGANIZATION_TYPE  : -0.0038
139007,-0.008052405450057617,ORGANIZATION_TYPE  : -0.0081
139007,-0.022149385825922057,WALLSMATERIAL_MODE  : -0.0221
139007,-0.0479383432418719,HOUSETYPE_MODE  : -0.0479
335606,0.0001866117161141613,NAME_INCOME_TYPE  : 0.0002
335606,0.0002621203190318284,NAME_EDUCATION_TYPE  : 0.0003
335606,0.0002715632750657278,ORGANIZATION_TYPE  : 0.0003
335606,0.0002856485897606792,FLAG_DOCUMENT_21  : 0.0003
335606,-0.0018882480027638863,ORGANIZATION_TYPE  : -0.0019
335606,-0.0019006454953770153,ORGANIZATION_TYPE  : -0.0019
335606,-0.004170294036303671,NAME_INCOME_TYPE  : -0.0042
335606,-0.004925025492130633,CC_AMT_PAYMENT_TOTAL_CURRENT_VAR  : -0.0049
335606,-0.005260130085027681,CC_AMT_PAYMENT_CURRENT_VAR  : -0.0053
335606,-0.00749600275031429,CC_AMT_DRAWINGS_POS_CURRENT_VAR  : -0.0075
209996,0.00010199005541939926,NAME_INCOME_TYPE  : 0.0001
209996,0.00010326140423253565,ORGANIZATION_TYPE  : 0.0001
209996,0.00010708877237685697,ORGANIZATION_TYPE  : 0.0001
209996,0.0001452241744412866,FLAG_DOCUMENT_19  : 0.0001
209996,0.0001456999735235395,ORGANIZATION_TYPE  : 0.0001
209996,0.0001579440043297519,FLAG_DOCUMENT_17  : 0.0002
209996,0.00020599386052058685,ORGANIZATION_TYPE  : 0.0002
209996,-0.0007450258833487852,ORGANIZATION_TYPE  : -0.0007
209996,-0.004980323372448623,CC_CNT_DRAWINGS_POS_CURRENT_VAR  : -0.005
209996,-0.007161078464395083,CC_AMT_DRAWINGS_POS_CURRENT_VAR  : -0.0072
223201,-1.4718544381958185e-06,ORGANIZATION_TYPE  : -0.0
223201,-6.897430586462642e-06,NAME_INCOME_TYPE  : -0.0
223201,-7.457484132169747e-06,FLAG_DOCUMENT_2  : -0.0
223201,-8.835200168219791e-06,FLAG_DOCUMENT_21  : -0.0
223201,1.2094675073796937e-05,ORGANIZATION_TYPE  : 0.0
223201,1.5037987445341438e-05,FLAG_DOCUMENT_17  : 0.0
223201,1.5594922074742827e-05,FLAG_DOCUMENT_20  : 0.0
223201,-0.0003348479513911164,ORGANIZATION_TYPE  : -0.0003
223201,-0.0013486443805137032,NAME_INCOME_TYPE  : -0.0013
223201,-0.0029475988654599694,NAME_CONTRACT_TYPE  : -0.0029
377023,0.00030391310868925226,FLAG_DOCUMENT_17  : 0.0003
377023,0.0004758293308977949,ORGANIZATION_TYPE  : 0.0005
377023,-0.0005126288872568699,ORGANIZATION_TYPE  : -0.0005
377023,0.0005168256058593713,ORGANIZATION_TYPE  : 0.0005
377023,-0.0007259130587220699,ORGANIZATION_TYPE  : -0.0007
377023,-0.0013719305136066077,ORGANIZATION_TYPE  : -0.0014
377023,-0.003329741101584028,CC_AMT_DRAWINGS_POS_CURRENT  : -0.0033
377023,-0.003751300871601242,CC_AMT_PAYMENT_CURRENT  : -0.0038
377023,-0.0057846846642362545,NAME_TYPE_SUITE  : -0.0058
377023,-0.014572400152720674,ORGANIZATION_TYPE  : -0.0146
102033,-5.2400072722180745e-06,ORGANIZATION_TYPE  : -0.0
102033,-1.0360726442059204e-05,ORGANIZATION_TYPE  : -0.0
102033,-1.1103059600429367e-05,NAME_INCOME_TYPE  : -0.0
102033,-1.1465092093969645e-05,ORGANIZATION_TYPE  : -0.0
102033,-1.5445869979041845e-05,ORGANIZATION_TYPE  : -0.0
102033,-1.91654706812856e-05,ORGANIZATION_TYPE  : -0.0
102033,-0.00019737637792685932,ORGANIZATION_TYPE  : -0.0002
102033,-0.0002523272404025692,FLAG_DOCUMENT_19  : -0.0003
102033,-0.0003467893062660846,ORGANIZATION_TYPE  : -0.0003
102033,-0.001187916079033969,ORGANIZATION_TYPE  : -0.0012
395174,0.00017050689820407731,ORGANIZATION_TYPE  : 0.0002
395174,-0.00020027165209341282,FLAG_DOCUMENT_17  : -0.0002
395174,0.00027869976322198305,ORGANIZATION_TYPE  : 0.0003
395174,0.00043907319280921554,FLAG_DOCUMENT_19  : 0.0004
395174,-0.0016580104167752806,NAME_EDUCATION_TYPE  : -0.0017
395174,-0.0030533189982359242,ORGANIZATION_TYPE  : -0.0031
395174,-0.003281754524151765,NAME_INCOME_TYPE  : -0.0033
395174,-0.003596943399901128,ORGANIZATION_TYPE  : -0.0036
395174,-0.010853057172253783,FONDKAPREMONT_MODE  : -0.0109
395174,-0.054400149086065344,OCCUPATION_TYPE  : -0.0544
413572,0.00020155022300304744,ORGANIZATION_TYPE  : 0.0002
413572,0.00020269208579043764,ORGANIZATION_TYPE  : 0.0002
413572,0.00020272968814051892,ORGANIZATION_TYPE  : 0.0002
413572,0.00020421904941574646,FLAG_DOCUMENT_2  : 0.0002
413572,0.0002771022113852145,ORGANIZATION_TYPE  : 0.0003
413572,0.00032183041068524466,ORGANIZATION_TYPE  : 0.0003
413572,0.0003704519033262368,FLAG_DOCUMENT_21  : 0.0004
413572,-0.004549008224257258,NONLIVINGAPARTMENTS_MEDI  : -0.0045
413572,-0.004571201470525152,NONLIVINGAPARTMENTS_AVG  : -0.0046
413572,-0.005865025189693756,NONLIVINGAPARTMENTS_MODE  : -0.0059
428812,4.952232596983571e-05,ORGANIZATION_TYPE  : 0.0
428812,5.016748154627342e-05,ORGANIZATION_TYPE  : 0.0001
428812,8.12958091670692e-05,ORGANIZATION_TYPE  : 0.0001
428812,8.305992144768612e-05,ORGANIZATION_TYPE  : 0.0001
428812,9.198688820841206e-05,ORGANIZATION_TYPE  : 0.0001
428812,0.00011407084873992201,ORGANIZATION_TYPE  : 0.0001
428812,-0.0003121642841247299,OCCUPATION_TYPE  : -0.0003
428812,-0.0010251067721720674,FLAG_DOCUMENT_10  : -0.001
428812,-0.002335630981313816,WEEKDAY_APPR_PROCESS_START_SUNDAY  : -0.0023
428812,-0.14159209728708405,FLAG_DOCUMENT_21  : -0.1416
407576,0.0002129973022951204,FLAG_DOCUMENT_2  : 0.0002
407576,-0.00022500160530868096,ORGANIZATION_TYPE  : -0.0002
407576,0.0002917023672339589,ORGANIZATION_TYPE  : 0.0003
407576,-0.00039928407353588075,ORGANIZATION_TYPE  : -0.0004
407576,-0.0006082518815163899,FLAG_DOCUMENT_7  : -0.0006
407576,-0.0006146031865093357,ORGANIZATION_TYPE  : -0.0006
407576,-0.0016327677913115163,FLAG_EMP_PHONE  : -0.0016
407576,-0.0017824282046432077,WEEKDAY_APPR_PROCESS_START_SATURDAY  : -0.0018
407576,-0.0019218769369644703,CC_AMT_DRAWINGS_CURRENT  : -0.0019
407576,-0.002842798999647601,FLAG_DOCUMENT_6  : -0.0028
120127,0.0002767692194632783,NAME_INCOME_TYPE  : 0.0003
120127,0.0002825392152913255,ORGANIZATION_TYPE  : 0.0003
120127,0.0003751730977550309,FLAG_DOCUMENT_15  : 0.0004
120127,0.0003759117264500598,ORGANIZATION_TYPE  : 0.0004
120127,-0.0024811049260825067,FLAG_DOCUMENT_20  : -0.0025
120127,-0.004306889512094279,REG_REGIONT_WORK_REGION  : -0.0043
120127,-0.004842500009622418,LIVE_REGIONT_WORK_REGION  : -0.0048
120127,-0.00832117954159913,NAME_TYPE_SUITE  : -0.0083
120127,-0.014065896182156045,ORGANIZATION_TYPE  : -0.0141
120127,-0.05408313757971074,NAME_TYPE_SUITE  : -0.0541
400548,9.447543087553369e-05,FLAG_DOCUMENT_4  : 0.0001
400548,9.4553445628989e-05,ORGANIZATION_TYPE  : 0.0001
400548,0.0001292938940990879,FLAG_DOCUMENT_17  : 0.0001
400548,0.00015808663979199615,ORGANIZATION_TYPE  : 0.0002
400548,0.0001878806242462153,ORGANIZATION_TYPE  : 0.0002
400548,-0.0007668234430507978,ORGANIZATION_TYPE  : -0.0008
400548,-0.000885731348294057,ORGANIZATION_TYPE  : -0.0009
400548,-0.0009351010779594306,FLAG_DOCUMENT_11  : -0.0009
400548,-0.002909921336488992,FLAG_DOCUMENT_6  : -0.0029
400548,-0.0066310164738814115,NAME_TYPE_SUITE  : -0.0066
134403,0.00038260013820346444,NAME_INCOME_TYPE  : 0.0004
134403,0.000529004952332691,ORGANIZATION_TYPE  : 0.0005
134403,0.0005615577622898901,ORGANIZATION_TYPE  : 0.0006
134403,0.0008174349950235449,ORGANIZATION_TYPE  : 0.0008
134403,-0.0008294224775815369,FLAG_DOCUMENT_17  : -0.0008
134403,-0.004495060964781141,CC_CNT_INSTALMENT_MATURE_CUM_VAR  : -0.0045
134403,-0.005100425987050066,CC_SK_DPD  : -0.0051
134403,-0.013366778929209438,CC_SK_DPD  : -0.0134
134403,-0.019473759762901426,ORGANIZATION_TYPE  : -0.0195
134403,-0.024343773216633616,CC_SK_DPD  : -0.0243
110209,0.0002651885467368059,FLAG_DOCUMENT_17  : 0.0003
110209,0.00026873752538809497,FLAG_DOCUMENT_21  : 0.0003
110209,0.00026916820522445627,ORGANIZATION_TYPE  : 0.0003
110209,0.0003648677949932377,ORGANIZATION_TYPE  : 0.0004
110209,-0.0017003629399036599,ORGANIZATION_TYPE  : -0.0017
110209,-0.0025327777050090958,ORGANIZATION_TYPE  : -0.0025
110209,-0.0029899757063647538,ORGANIZATION_TYPE  : -0.003
110209,-0.005388998287571258,NAME_TYPE_SUITE  : -0.0054
110209,-0.008245621009736652,WALLSMATERIAL_MODE  : -0.0082
110209,-0.017952596595691706,ORGANIZATION_TYPE  : -0.018
174755,2.7060213231639135e-06,ORGANIZATION_TYPE  : 0.0
174755,-8.711344844701404e-06,ORGANIZATION_TYPE  : -0.0
174755,-9.373267956684364e-06,FLAG_DOCUMENT_21  : -0.0
174755,-1.3251360992404083e-05,ORGANIZATION_TYPE  : -0.0
174755,-1.374414259750167e-05,OCCUPATION_TYPE  : -0.0
174755,-1.3789728760270303e-05,NAME_TYPE_SUITE  : -0.0
