,valeur,ticks,ID
4,-0.012616313483617431,CC_NAME_CONTRACT_STATUS_Signed_MAX,333172
5,-0.012554753069960558,CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,333172
6,-0.010617333333651667,CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,333172
7,-0.010589810077542705,CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,333172
8,-0.003258074349471232,FLAG_DOCUMENT_20,333172
9,0.0009362661513344757,FLAG_DOCUMENT_4,333172
0,-0.008518305351221686,ORGANIZATION_TYPE_Kindergarten,313839
1,-0.0031871583769461586,NAME_INCOME_TYPE_Stateservant,313839
2,-0.002473750054090861,ORGANIZATION_TYPE_Mobile,313839
3,-0.0012777428351700064,NAME_TYPE_SUITE,313839
4,-0.0010937208776967983,OCCUPATION_TYPE_ITstaff,313839
5,-0.0010813264857608591,NAME_INCOME_TYPE_Unemployed,313839
6,-0.000327866524763602,FLAG_CONT_MOBILE,313839
7,-0.00031875130977183604,FLAG_DOCUMENT_20,313839
8,-0.0002302783555862496,NAME_EDUCATION_TYPE_Academicdegree,313839
9,0.0001908737607840505,FLAG_DOCUMENT_17,313839
0,-0.019577166423105686,OCCUPATION_TYPE_Waitersbarmenstaff,403567
1,-0.006442181847763665,FLAG_DOCUMENT_20,403567
2,-0.0022276978358933028,ORGANIZATION_TYPE_Emergency,403567
3,-0.0017606582574623243,NAME_INCOME_TYPE_Stateservant,403567
4,0.0011402968664769018,FLAG_DOCUMENT_2,403567
5,-0.00034169966988677224,OCCUPATION_TYPE_Realtyagents,403567
6,-0.0002709104067318763,ORGANIZATION_TYPE_Tradetype1,403567
7,-0.0002217959820919346,ORGANIZATION_TYPE_Tradetype4,403567
8,-0.0001835292221232477,NAME_TYPE_SUITE_Groupofpeople,403567
9,0.00011005869643637285,ORGANIZATION_TYPE_Mobile,403567
0,-0.006371007624774626,NONLIVINGAPARTMENTS_MODE,101461
1,-0.005737125711421587,NONLIVINGAPARTMENTS_AVG,101461
2,-0.00502215722099685,NONLIVINGAPARTMENTS_MEDI,101461
3,0.0010304199678677123,FLAG_DOCUMENT_21,101461
4,0.0008265978152185636,ORGANIZATION_TYPE_LegalServices,101461
5,0.000676764643531016,NAME_TYPE_SUITE_Other_A,101461
6,8.49961003253614e-05,ORGANIZATION_TYPE_Tradetype1,101461
7,-5.7388093672622915e-05,ORGANIZATION_TYPE_Religion,101461
8,-5.252932702798761e-05,FLAG_DOCUMENT_20,101461
9,5.51369461260979e-06,ORGANIZATION_TYPE_Transporttype1,101461
0,-0.03169043386316664,OCCUPATION_TYPE_Waitersbarmenstaff,385239
1,-0.0027186105463257414,ORGANIZATION_TYPE_Telecom,385239
2,-0.0023348405068153496,NAME_TYPE_SUITE,385239
3,0.0019781444714790106,ORGANIZATION_TYPE_Insurance,385239
4,0.0012273342302901507,NAME_TYPE_SUITE_Other_A,385239
5,-0.00039448075350416814,FLAG_DOCUMENT_20,385239
6,-0.0003791260572649169,ORGANIZATION_TYPE_Industrytype13,385239
7,-0.0003033747936248134,ORGANIZATION_TYPE_Industrytype8,385239
8,-0.00021408253995020191,FLAG_DOCUMENT_2,385239
9,4.0063942702458764e-05,NAME_TYPE_SUITE_Groupofpeople,385239
0,0.003037967056981024,ORGANIZATION_TYPE_Industrytype10,140143
1,-0.0027440873970614225,NAME_FAMILY_STATUS_Separated,140143
2,-0.0008111910054414294,NAME_TYPE_SUITE_Groupofpeople,140143
3,-0.0005470283813961267,FLAG_DOCUMENT_13,140143
4,-0.00050915472473037,NAME_EDUCATION_TYPE_Academicdegree,140143
5,-0.00039510622157316606,ORGANIZATION_TYPE_Transporttype1,140143
6,-0.0002753793092994291,ORGANIZATION_TYPE_Emergency,140143
7,-0.000261055633231702,FLAG_DOCUMENT_21,140143
8,-0.00010867958483076866,NAME_INCOME_TYPE_Student,140143
9,0.00010403168753756461,NAME_INCOME_TYPE_Unemployed,140143
0,-0.0038982484892673506,NAME_FAMILY_STATUS_Widow,388910
1,-0.002673529763812611,OCCUPATION_TYPE_Managers,388910
2,-0.0009324914075131248,ORGANIZATION_TYPE_Industrytype10,388910
3,-0.0006213095763793713,ORGANIZATION_TYPE_Industrytype2,388910
4,0.0004263741765177222,FLAG_DOCUMENT_21,388910
5,-0.00038043102057139125,OCCUPATION_TYPE_Secretaries,388910
6,-0.00017278593572409405,NAME_TYPE_SUITE_Groupofpeople,388910
7,0.00011835882617852492,ORGANIZATION_TYPE_Transporttype1,388910
8,7.731835367709383e-05,NAME_INCOME_TYPE_Student,388910
9,-4.4010423868271334e-05,FLAG_DOCUMENT_14,388910
0,-0.12647488002488547,FLAG_DOCUMENT_14,414444
1,-0.004412379969288661,ORGANIZATION_TYPE_BusinessEntityType2,414444
2,-0.0037023185227577663,ORGANIZATION_TYPE_Transporttype3,414444
3,-0.003551337345308956,ORGANIZATION_TYPE_Agriculture,414444
4,0.0030570050972130616,ORGANIZATION_TYPE_Industrytype2,414444
5,-0.00026321286017516154,ORGANIZATION_TYPE_Transporttype1,414444
6,-0.00025598080072524213,FLAG_DOCUMENT_17,414444
7,0.00013788212329106703,ORGANIZATION_TYPE_Industrytype6,414444
8,-0.00011307254580711923,NAME_TYPE_SUITE_Other_A,414444
9,-0.00010690405076133581,ORGANIZATION_TYPE_Cleaning,414444
0,-0.02301971838720402,CC_SK_DPD_DEF_SUM,327822
1,-0.01316598768533468,CC_SK_DPD_DEF_MEAN,327822
2,-0.009377491790442458,ORGANIZATION_TYPE_BusinessEntityType1,327822
3,-0.005867834670092788,ORGANIZATION_TYPE_Industrytype8,327822
4,-0.004417545238174463,ORGANIZATION_TYPE_LegalServices,327822
5,0.00018718899979107724,ORGANIZATION_TYPE_Transporttype1,327822
6,-7.13176994193125e-05,ORGANIZATION_TYPE_Tradetype5,327822
7,5.712642601733989e-05,ORGANIZATION_TYPE_Tradetype4,327822
8,-3.778261663996332e-05,FLAG_DOCUMENT_21,327822
9,-2.814822341004077e-05,NAME_INCOME_TYPE_Unemployed,327822
0,-0.02371099181847472,ORGANIZATION_TYPE_Tradetype2,169053
1,0.0017679673960923823,FLAG_CONT_MOBILE,169053
2,-0.0014391895918555834,ORGANIZATION_TYPE_Hotel,169053
3,0.000989294965881247,FLAG_DOCUMENT_14,169053
4,-0.00029419314908955114,ORGANIZATION_TYPE_Religion,169053
5,-0.00024130664193617405,OCCUPATION_TYPE_HRstaff,169053
6,-0.00023988818113202304,NAME_INCOME_TYPE_Student,169053
7,0.0001778459406700232,ORGANIZATION_TYPE_Tradetype4,169053
8,-0.00011950752091437264,ORGANIZATION_TYPE_Insurance,169053
9,-0.00011852665782783544,ORGANIZATION_TYPE_Industrytype8,169053
0,-0.028159599983916338,OCCUPATION_TYPE_Waitersbarmenstaff,142248
1,-0.009114584636806405,NAME_HOUSING_TYPE_Rentedapartment,142248
2,-0.004257089455632713,ORGANIZATION_TYPE_Tradetype4,142248
3,-0.004190300676278321,NAME_INCOME_TYPE_Maternityleave,142248
4,-0.003946017856592384,NAME_TYPE_SUITE_Spousepartner,142248
5,-0.0029090868509028954,OCCUPATION_TYPE_Realtyagents,142248
6,-0.0018789260463497627,ORGANIZATION_TYPE_Industrytype1,142248
7,0.0012459632343849005,NAME_INCOME_TYPE_Unemployed,142248
8,-8.744092326469799e-05,ORGANIZATION_TYPE_Transporttype1,142248
9,2.567862141915488e-05,ORGANIZATION_TYPE_Industrytype13,142248
0,-0.0036773047594199533,WEEKDAY_APPR_PROCESS_START_SUNDAY,445720
1,-0.001997504678367313,ORGANIZATION_TYPE_Tradetype5,445720
2,-0.0014501424204680187,ORGANIZATION_TYPE_Transporttype1,445720
3,-0.0013497919102015386,FLAG_DOCUMENT_20,445720
4,-0.001223077208527463,ORGANIZATION_TYPE_Industrytype5,445720
5,-0.0004991408826378991,ORGANIZATION_TYPE_Advertising,445720
6,0.00048363344802690217,NAME_EDUCATION_TYPE_Academicdegree,445720
7,-0.0003151293892374152,FLAG_DOCUMENT_2,445720
8,-0.00025470325550170985,FLAG_DOCUMENT_17,445720
9,-6.957011306695662e-05,FLAG_DOCUMENT_19,445720
0,-0.01995281477314361,CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,155152
1,-0.006803801604261678,OCCUPATION_TYPE_Highskilltechstaff,155152
2,-0.005855518803613187,ORGANIZATION_TYPE_Medicine,155152
3,-0.005777725956614628,LIVE_REGION_NOT_WORK_REGION,155152
4,-0.004060707286450153,ORGANIZATION_TYPE_Tradetype4,155152
5,0.0032958029535693468,NAME_TYPE_SUITE_Groupofpeople,155152
6,-0.002420432431109187,NAME_INCOME_TYPE_Unemployed,155152
7,0.0010224251734828691,ORGANIZATION_TYPE_Industrytype13,155152
8,0.0009151648031300935,ORGANIZATION_TYPE_Industrytype6,155152
9,0.00010782651331865576,FLAG_DOCUMENT_7,155152
0,-0.00610337517711688,ORGANIZATION_TYPE_Tradetype7,223318
1,0.0019481150014033614,ORGANIZATION_TYPE_Industrytype10,223318
2,0.0015706287971852767,ORGANIZATION_TYPE_LegalServices,223318
3,0.0009369479537396237,ORGANIZATION_TYPE_Mobile,223318
4,-0.0008755915947337184,ORGANIZATION_TYPE_Advertising,223318
5,-0.0004617743868058406,ORGANIZATION_TYPE_Transporttype1,223318
6,-0.0004300761866795048,ORGANIZATION_TYPE_Tradetype4,223318
7,-0.0002390915602483203,ORGANIZATION_TYPE_Religion,223318
8,-0.00022420960258741257,ORGANIZATION_TYPE_Tradetype5,223318
9,-0.00012135560682003757,FLAG_DOCUMENT_14,223318
0,-0.003123753520072665,ORGANIZATION_TYPE_Other,103323
1,-0.0016915057593018094,EXT_SOURCE_2,103323
2,-0.0009454333913880634,ORGANIZATION_TYPE_Insurance,103323
3,-0.000715913818647771,NAME_EDUCATION_TYPE_Academicdegree,103323
4,-0.0006970574425815234,FLAG_DOCUMENT_19,103323
5,0.0005467409137288251,FLAG_DOCUMENT_17,103323
6,-0.00042288604294275913,ORGANIZATION_TYPE_Culture,103323
7,-0.00019467476693541295,OCCUPATION_TYPE_ITstaff,103323
8,-0.00013366573269376126,FLAG_DOCUMENT_20,103323
9,-5.5277540261569646e-05,ORGANIZATION_TYPE_Industrytype8,103323
0,-0.03816629672164836,NAME_TYPE_SUITE,222092
1,-0.0032462558698530077,OCCUPATION_TYPE_Realtyagents,222092
2,-0.0029672705042624605,NAME_HOUSING_TYPE_Coopapartment,222092
3,-0.0025302674039570146,FLAG_EMAIL,222092
4,-0.0018091531240664992,REG_CITY_NOT_LIVE_CITY,222092
5,-0.0010516569656533615,ORGANIZATION_TYPE_Tradetype1,222092
6,0.0006813251036705385,ORGANIZATION_TYPE_Tradetype5,222092
7,0.0006498617399027982,ORGANIZATION_TYPE_Religion,222092
8,-0.00010576021384765516,ORGANIZATION_TYPE_Transporttype1,222092
9,-5.84812259498698e-05,FLAG_DOCUMENT_7,222092
0,0.005438915690034546,FLAG_DOCUMENT_18,437909
1,-0.001105218295617353,ORGANIZATION_TYPE_Tradetype6,437909
2,-0.00055632393544131,NAME_TYPE_SUITE_Groupofpeople,437909
3,0.0005223215789710641,FLAG_DOCUMENT_20,437909
4,-0.0003433448055646009,ORGANIZATION_TYPE_Cleaning,437909
5,0.0003183082954068647,ORGANIZATION_TYPE_LegalServices,437909
6,-0.00028934299357421926,ORGANIZATION_TYPE_Industrytype12,437909
7,-0.0002504399932158995,ORGANIZATION_TYPE_Tradetype5,437909
8,-9.086387764635265e-05,FLAG_DOCUMENT_21,437909
9,-7.771710113620991e-05,ORGANIZATION_TYPE_Tradetype1,437909
0,-0.002981433180179362,FLAG_DOCUMENT_6,372831
1,0.002779766699063013,ORGANIZATION_TYPE_Industrytype2,372831
2,0.001815811638035015,NAME_HOUSING_TYPE_Officeapartment,372831
3,-0.0010883093003803866,FLAG_DOCUMENT_15,372831
4,-0.0009736515787454157,ORGANIZATION_TYPE_LegalServices,372831
5,-0.0005121478410079435,ORGANIZATION_TYPE_Restaurant,372831
6,0.000396574615361459,NAME_EDUCATION_TYPE_Academicdegree,372831
7,-0.0003207900475439684,NAME_INCOME_TYPE_Unemployed,372831
8,-0.0003069543852623754,ORGANIZATION_TYPE_Industrytype10,372831
9,-0.00029400132659239994,ORGANIZATION_TYPE_Transporttype1,372831
0,-0.02607552681047437,ORGANIZATION_TYPE_Bank,111316
1,-0.0052526473718696445,NAME_EDUCATION_TYPE_Academicdegree,111316
2,0.0011868444406816306,OCCUPATION_TYPE_ITstaff,111316
3,0.0005592801772810053,FLAG_CONT_MOBILE,111316
4,0.0005028180767969062,NAME_INCOME_TYPE_Unemployed,111316
5,-0.0003117285784489776,ORGANIZATION_TYPE_Industrytype10,111316
6,-0.000273235472605354,NAME_TYPE_SUITE_Groupofpeople,111316
7,0.00017886393220246444,ORGANIZATION_TYPE_Industrytype13,111316
8,0.00017309215988216606,ORGANIZATION_TYPE_Tradetype4,111316
9,-5.368480868976186e-05,FLAG_DOCUMENT_2,111316
0,0.004521856355887668,ORGANIZATION_TYPE_Industrytype6,108502
1,0.003081342337004566,ORGANIZATION_TYPE_Transporttype1,108502
2,-0.0025293959556539495,OCCUPATION_TYPE_Corestaff,108502
3,-0.0019450149359781163,EXT_SOURCE_1,108502
4,-0.0013151436727565986,ORGANIZATION_TYPE_Industrytype13,108502
5,-0.0009169092530606148,NAME_TYPE_SUITE_Groupofpeople,108502
6,-0.00010870388709182081,NAME_EDUCATION_TYPE_Academicdegree,108502
7,-5.29408995888241e-05,ORGANIZATION_TYPE_Religion,108502
8,-2.6301248195270733e-05,ORGANIZATION_TYPE_Culture,108502
9,2.1893935684446043e-05,ORGANIZATION_TYPE_Tradetype1,108502
0,-0.0035772928452636557,OCCUPATION_TYPE_Managers,436264
1,-0.0031163280567386917,FLAG_DOCUMENT_8,436264
2,-0.001597265044481206,NAME_INCOME_TYPE_Student,436264
3,0.0010259710470130734,OCCUPATION_TYPE_HRstaff,436264
4,0.0002978596919977858,FLAG_DOCUMENT_20,436264
5,0.000205945188224931,ORGANIZATION_TYPE_Religion,436264
6,0.00014374381456392515,FLAG_DOCUMENT_19,436264
7,-8.388817642044556e-05,FLAG_DOCUMENT_17,436264
8,-8.262196652902623e-05,FLAG_DOCUMENT_2,436264
9,-4.500302481545621e-05,ORGANIZATION_TYPE_Industrytype13,436264
0,-0.038799592080933955,ORGANIZATION_TYPE_Police,168225
1,-0.024380438468671824,WALLSMATERIAL_MODE_Mixed,168225
2,-0.00468852705947184,NONLIVINGAPARTMENTS_MODE,168225
3,-0.0027042356627863025,ORGANIZATION_TYPE_Electricity,168225
4,-0.002169417265628391,FLAG_DOCUMENT_4,168225
5,-0.0014815613893179042,ORGANIZATION_TYPE_Industrytype13,168225
6,-0.0009921652219946023,ORGANIZATION_TYPE_Industrytype10,168225
7,0.00010864311421904039,FLAG_DOCUMENT_20,168225
8,-4.9479894119000096e-05,FLAG_DOCUMENT_10,168225
9,5.979974155999461e-06,ORGANIZATION_TYPE_Tradetype5,168225
0,-0.002629980190052664,OCCUPATION_TYPE_Corestaff,140458
1,0.0019535914968330185,ORGANIZATION_TYPE_Tradetype2,140458
2,-0.0011532740704695134,ORGANIZATION_TYPE_Industrytype10,140458
3,-0.0009249628110279453,ORGANIZATION_TYPE_Industrytype6,140458
4,-0.0007172419603097475,ORGANIZATION_TYPE_Emergency,140458
5,-0.0004088181491130687,NAME_INCOME_TYPE_Unemployed,140458
6,-0.0003867120089948093,FLAG_DOCUMENT_2,140458
7,-0.00022514648491958353,FLAG_DOCUMENT_7,140458
8,0.00011005436046440115,FLAG_DOCUMENT_19,140458
9,2.0611469269780505e-05,ORGANIZATION_TYPE_Industrytype8,140458
0,-0.016182929754358213,FLAG_DOCUMENT_5,270384
1,0.0056758571979849595,ORGANIZATION_TYPE_Religion,270384
2,0.004130406615917539,WALLSMATERIAL_MODE_Mixed,270384
3,-0.004029155487373838,FLAG_EMAIL,270384
4,-0.003382564898183449,ORGANIZATION_TYPE_Mobile,270384
5,-0.0017008171195166532,ORGANIZATION_TYPE_Industrytype6,270384
6,-0.00019709020857762454,ORGANIZATION_TYPE_Industrytype8,270384
7,3.11668678286979e-05,NAME_INCOME_TYPE_Student,270384
8,1.2497885869910623e-05,FLAG_DOCUMENT_19,270384
9,-6.881614454480031e-06,NAME_INCOME_TYPE_Unemployed,270384
0,-0.01776464082653607,CC_AMT_DRAWINGS_CURRENT_MIN,366092
1,-0.016621194952392258,CC_AMT_DRAWINGS_POS_CURRENT_MIN,366092
2,-0.014975227597047017,CC_CNT_DRAWINGS_CURRENT_MIN,366092
3,-0.01249396370406882,CC_CNT_DRAWINGS_POS_CURRENT_MIN,366092
4,-0.011526153087882629,WALLSMATERIAL_MODE_Wooden,366092
5,-0.005244519168409569,ORGANIZATION_TYPE_Transporttype1,366092
6,0.00203273386699543,FLAG_DOCUMENT_21,366092
7,-0.0012071375313398363,ORGANIZATION_TYPE_Industrytype2,366092
8,-0.0007970649945481699,OCCUPATION_TYPE_ITstaff,366092
9,0.00018336766358405593,FLAG_DOCUMENT_2,366092
0,-0.022658845700381104,EMERGENCYSTATE_MODE_Yes,218229
1,-0.005549258542655284,NAME_HOUSING_TYPE_Municipalapartment,218229
2,-0.004072100613030933,WEEKDAY_APPR_PROCESS_START_SUNDAY,218229
3,-0.0023416139592469837,NAME_TYPE_SUITE,218229
4,-0.0018749914924382754,ORGANIZATION_TYPE_Transporttype1,218229
5,-0.0014452063391094255,FLAG_CONT_MOBILE,218229
6,0.00020712549533058228,FLAG_DOCUMENT_17,218229
7,0.00011720533546883147,FLAG_DOCUMENT_19,218229
8,-9.090659526646957e-05,ORGANIZATION_TYPE_Cleaning,218229
9,2.116266556872762e-05,ORGANIZATION_TYPE_Industrytype10,218229
0,-0.005039954594880526,NONLIVINGAPARTMENTS_MODE,268348
1,-0.004589200553498776,NONLIVINGAPARTMENTS_MEDI,268348
2,-0.004419402647805281,NONLIVINGAPARTMENTS_AVG,268348
3,-0.0029239297703287422,COMMONAREA_AVG,268348
4,-0.002702240329809023,COMMONAREA_MODE,268348
5,-0.0017019913953984754,FLAG_DOCUMENT_21,268348
6,-0.0006596013236821592,OCCUPATION_TYPE_HRstaff,268348
7,-0.0004417768513076533,ORGANIZATION_TYPE_Culture,268348
8,0.00023665897763593244,FLAG_DOCUMENT_19,268348
9,0.00014158864054302837,FLAG_DOCUMENT_7,268348
0,-0.04747017099386258,ORGANIZATION_TYPE_Industrytype7,364235
1,-0.007556650966327553,OCCUPATION_TYPE_Securitystaff,364235
2,0.0038754820268038495,ORGANIZATION_TYPE_Industrytype4,364235
3,-0.0018374864691994503,HOUSETYPE_MODE_terracedhouse,364235
4,-0.00023666397988098052,ORGANIZATION_TYPE_Mobile,364235
5,-0.0002254530201109169,FLAG_DOCUMENT_19,364235
6,-0.00018846757460445936,FLAG_DOCUMENT_7,364235
7,-0.0001783531570421368,FLAG_DOCUMENT_2,364235
8,-0.00013518113502244709,ORGANIZATION_TYPE_Tradetype4,364235
9,0.00011996955154108875,ORGANIZATION_TYPE_Industrytype6,364235
0,-0.00289610967219189,FLAG_DOCUMENT_6,416703
1,0.0012061254581361863,NAME_TYPE_SUITE_Groupofpeople,416703
2,0.0006704829506922828,FLAG_DOCUMENT_15,416703
3,-0.00044668061527305996,FLAG_DOCUMENT_21,416703
4,-0.00040670927745061993,ORGANIZATION_TYPE_Industrytype13,416703
5,-0.00030424177127942267,NAME_INCOME_TYPE_Maternityleave,416703
6,-0.0002986598087799968,NAME_EDUCATION_TYPE_Academicdegree,416703
7,-0.00017774179368506288,FLAG_DOCUMENT_17,416703
8,-0.00013362743967728336,FLAG_DOCUMENT_10,416703
9,9.230423696229671e-05,FLAG_DOCUMENT_9,416703
0,-0.10534285069747555,ORGANIZATION_TYPE_Industrytype2,186619
1,-0.009246909888825563,ORGANIZATION_TYPE_Cleaning,186619
2,-0.008424877174136206,FLAG_CONT_MOBILE,186619
3,-0.006191244606013661,WALLSMATERIAL_MODE_Block,186619
4,-0.005146399697847078,LIVE_REGION_NOT_WORK_REGION,186619
5,-0.004164340672249953,REG_REGION_NOT_WORK_REGION,186619
6,-0.004104544732113612,CC_CNT_DRAWINGS_ATM_CURRENT_MIN,186619
7,-0.004056752662572196,WALLSMATERIAL_MODE_Monolithic,186619
8,0.00022670892653379793,ORGANIZATION_TYPE_Religion,186619
9,0.00011352082113454401,FLAG_DOCUMENT_20,186619
0,0.013135529693866586,ORGANIZATION_TYPE_LegalServices,114810
1,-0.005725467363921426,LIVE_REGION_NOT_WORK_REGION,114810
2,-0.005043989537458114,NAME_HOUSING_TYPE_Municipalapartment,114810
3,-0.004060551937478525,REG_REGION_NOT_WORK_REGION,114810
4,0.0016145777857587457,ORGANIZATION_TYPE_Industrytype6,114810
5,-0.0012603685038235905,ORGANIZATION_TYPE_Industrytype10,114810
6,0.00013326058525909578,ORGANIZATION_TYPE_Tradetype4,114810
7,0.00011618752394366198,FLAG_DOCUMENT_17,114810
8,-5.1923692671132777e-05,ORGANIZATION_TYPE_Industrytype13,114810
9,-3.260342628293541e-05,NAME_INCOME_TYPE_Unemployed,114810
0,0.0032015266283614546,ORGANIZATION_TYPE_Industrytype6,221802
1,-0.0024349173783979753,OCCUPATION_TYPE_Drivers,221802
2,-0.0023988882945780235,YEARS_BEGINEXPLUATATION_MEDI,221802
3,-0.0022844207326068464,YEARS_BEGINEXPLUATATION_AVG,221802
4,-0.0011560630767531,FLAG_DOCUMENT_20,221802
5,-0.0007243315742066123,ORGANIZATION_TYPE_Insurance,221802
6,-0.0006299513102067232,ORGANIZATION_TYPE_Electricity,221802
7,-0.0004886141653482001,ORGANIZATION_TYPE_Realtor,221802
8,0.0002849772579170901,FLAG_DOCUMENT_19,221802
9,-0.00027008187135207494,ORGANIZATION_TYPE_Mobile,221802
0,-0.003925427098383697,NAME_FAMILY_STATUS_Widow,412523
1,0.0009067605000025196,ORGANIZATION_TYPE_Transporttype1,412523
2,-0.00037198211838741286,FLAG_DOCUMENT_15,412523
3,-0.0003703834469681647,NAME_TYPE_SUITE_Groupofpeople,412523
4,-0.00030282583941110454,FLAG_DOCUMENT_19,412523
5,-0.00025405501221854713,ORGANIZATION_TYPE_Industrytype10,412523
6,-0.0002526152446339283,ORGANIZATION_TYPE_Industrytype13,412523
7,-0.0002265283246374865,FLAG_DOCUMENT_2,412523
8,-0.00020150167937180638,ORGANIZATION_TYPE_Industrytype6,412523
9,1.93395210568921e-05,FLAG_DOCUMENT_21,412523
0,-0.014121549044183866,FONDKAPREMONT_MODE_orgspecaccount,236104
1,-0.0025502267748686762,FLAG_DOCUMENT_6,236104
2,-0.0013406716019300053,ORGANIZATION_TYPE_Industrytype6,236104
3,-0.001056465623483853,ORGANIZATION_TYPE_Mobile,236104
4,0.0007904379947826192,ORGANIZATION_TYPE_Emergency,236104
5,-0.0002110527473268676,FLAG_DOCUMENT_15,236104
6,-0.00020094322524673246,ORGANIZATION_TYPE_Industrytype10,236104
7,-0.0001737530143544206,ORGANIZATION_TYPE_Telecom,236104
8,0.00015739028980268056,FLAG_DOCUMENT_20,236104
9,0.00011322384468438206,NAME_EDUCATION_TYPE_Academicdegree,236104
0,0.0027013574903012954,ORGANIZATION_TYPE_Industrytype1,444850
1,-0.00044218791505302427,FLAG_DOCUMENT_20,444850
2,-0.0004382513300419851,ORGANIZATION_TYPE_Industrytype13,444850
3,-0.00037281999946669456,FLAG_DOCUMENT_21,444850
4,0.0003262697441738942,ORGANIZATION_TYPE_Tradetype5,444850
5,-0.000313560308749873,ORGANIZATION_TYPE_Religion,444850
6,-0.00029005825288668956,FLAG_DOCUMENT_17,444850
7,-0.0002382437676198755,ORGANIZATION_TYPE_Transporttype1,444850
8,-0.00019625221800848456,ORGANIZATION_TYPE_Industrytype6,444850
9,-4.1532334929952406e-05,ORGANIZATION_TYPE_Industrytype10,444850
0,-0.004034325092040106,CC_AMT_PAYMENT_CURRENT_VAR,156441
1,-0.003861096440705167,CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,156441
2,-0.003330806333650767,CC_CNT_DRAWINGS_CURRENT_VAR,156441
3,-0.0031341103828694786,CC_AMT_DRAWINGS_ATM_CURRENT_VAR,156441
4,0.001922490573327837,ORGANIZATION_TYPE_Tradetype4,156441
5,0.0008172335127737894,FLAG_DOCUMENT_21,156441
6,-0.0004173876280700529,ORGANIZATION_TYPE_Emergency,156441
7,0.0004036345802763197,NAME_TYPE_SUITE_Groupofpeople,156441
8,0.00023039191436087362,ORGANIZATION_TYPE_Transporttype1,156441
9,-1.3373846033407865e-05,FLAG_DOCUMENT_2,156441
0,-0.013864315018752031,FLAG_DOCUMENT_5,301484
1,-0.006186872225783336,FLAG_DOCUMENT_20,301484
2,0.001450354206828814,ORGANIZATION_TYPE_Religion,301484
3,-0.0009788091952291761,WALLSMATERIAL_MODE_Monolithic,301484
4,0.0005855693440213976,ORGANIZATION_TYPE_Tradetype4,301484
5,-0.0004516673820595738,ORGANIZATION_TYPE_Industrytype5,301484
6,-0.0002615212011002671,ORGANIZATION_TYPE_Tradetype5,301484
7,-0.00018412259035766013,NAME_INCOME_TYPE_Maternityleave,301484
8,0.00010098815904054042,ORGANIZATION_TYPE_Industrytype4,301484
9,-8.69963497195162e-05,ORGANIZATION_TYPE_LegalServices,301484
0,-0.03170575616332445,ORGANIZATION_TYPE_Tradetype2,115235
1,0.001946336721062146,ORGANIZATION_TYPE_Tradetype6,115235
2,-0.0013984914877967762,ORGANIZATION_TYPE_University,115235
3,-0.000338572335244395,OCCUPATION_TYPE_HRstaff,115235
4,-0.00027257894437811585,FLAG_DOCUMENT_7,115235
5,-0.0002663130593005372,FLAG_DOCUMENT_21,115235
6,-0.0002585622541911357,NAME_INCOME_TYPE_Businessman,115235
7,-0.00020071184117435926,ORGANIZATION_TYPE_Tradetype5,115235
8,-0.00018918747846360964,ORGANIZATION_TYPE_Industrytype13,115235
9,3.759424677741337e-05,ORGANIZATION_TYPE_Transporttype1,115235
0,-0.013784960997513952,ORGANIZATION_TYPE_Industrytype11,239372
1,0.0034024564321333394,ORGANIZATION_TYPE_Religion,239372
2,0.002990757221537736,FLAG_DOCUMENT_15,239372
3,0.0020438624231991676,ORGANIZATION_TYPE_Tradetype1,239372
4,-0.0004129119072245354,ORGANIZATION_TYPE_Telecom,239372
5,-0.0004045959851176164,ORGANIZATION_TYPE_LegalServices,239372
6,-0.00031201501343608293,ORGANIZATION_TYPE_Industrytype6,239372
7,-0.0003049294820493914,ORGANIZATION_TYPE_Industrytype13,239372
8,-7.185589175768939e-05,NAME_INCOME_TYPE_Maternityleave,239372
9,6.459673649298458e-05,ORGANIZATION_TYPE_Transporttype3,239372
0,-0.01983683639246676,ORGANIZATION_TYPE_Industrytype11,213540
1,0.004989505379947177,ORGANIZATION_TYPE_Culture,213540
2,-0.003152370972079019,OCCUPATION_TYPE_Managers,213540
3,-0.0015238368487961746,FLAG_DOCUMENT_17,213540
4,-0.0010821111350859192,NAME_TYPE_SUITE_Groupofpeople,213540
5,-0.0006889702152313396,ORGANIZATION_TYPE_Industrytype12,213540
6,0.00036449290217043797,ORGANIZATION_TYPE_Mobile,213540
7,0.0002764543466982752,ORGANIZATION_TYPE_Industrytype10,213540
8,-0.0001544368673298468,FLAG_DOCUMENT_7,213540
9,-0.00015024389674519242,ORGANIZATION_TYPE_Industrytype13,213540
0,-0.020026463458567574,ORGANIZATION_TYPE_Military,106243
1,0.009431769476992155,ORGANIZATION_TYPE_Religion,106243
2,-0.003688886705862335,NAME_INCOME_TYPE_Stateservant,106243
3,-0.0022941962469406317,FLOORSMIN_MODE,106243
4,0.001271123089763141,NAME_EDUCATION_TYPE_Academicdegree,106243
5,-0.0011337627581751897,ORGANIZATION_TYPE_Industrytype12,106243
